Num_Acc,dep,cluster_kmeans,cluster_bisecting,cluster_gmm
202400044139,79,1,3,4
202400044140,45,3,3,3
202400044141,54,0,0,3
202400044142,30,1,3,2
202400044143,26,1,3,4
202400044144,64,3,3,4
202400044145,51,0,1,3
202400044146,30,1,3,4
202400044147,71,1,3,4
202400044148,72,1,3,4
202400044149,07,2,0,2
202400044150,57,1,3,1
202400044151,43,2,2,2
202400044152,30,2,2,2
202400044153,48,1,3,2
202400044154,07,2,0,4
202400044155,57,1,3,4
202400044156,42,1,3,2
202400044157,30,3,3,0
202400044158,19,1,3,2
202400044159,53,1,3,4
202400044160,69,1,3,4
202400044161,38,2,2,2
202400044162,21,1,3,4
202400044163,31,4,4,4
202400044164,79,1,3,4
202400044165,40,1,3,4
202400044166,04,1,3,4
202400044167,32,3,3,3
202400044168,24,1,3,4
202400044169,30,3,3,3
202400044170,35,0,1,3
202400044171,47,1,3,4
202400044172,63,2,0,4
202400044173,76,2,0,4
202400044174,30,1,3,4
202400044175,67,4,4,4
202400044176,35,0,1,3
202400044177,60,4,4,4
202400044178,55,1,3,4
202400044179,973,3,3,0
202400044180,35,0,1,3
202400044181,45,4,4,4
202400044182,41,1,3,4
202400044183,60,2,2,2
202400044184,974,3,3,4
202400044185,68,2,0,4
202400044186,34,0,1,3
202400044187,63,0,3,4
202400044188,68,0,1,3
202400044189,974,3,4,3
202400044190,80,2,2,2
202400044191,34,0,1,3
202400044192,973,3,3,3
202400044193,973,3,3,3
202400044194,59,0,0,4
202400044195,15,1,3,4
202400044196,33,0,1,3
202400044197,17,4,4,4
202400044198,01,2,0,4
202400044199,31,0,1,3
202400044200,13,4,4,4
202400044201,68,4,4,4
202400044202,58,1,3,1
202400044203,57,4,4,4
202400044204,13,0,1,3
202400044205,06,1,3,4
202400044206,69,3,3,3
202400044207,13,0,0,0
202400044208,971,0,0,0
202400044209,14,1,3,4
202400044210,57,4,4,4
202400044211,13,0,1,3
202400044212,2A,2,0,1
202400044213,14,2,0,4
202400044214,11,3,3,4
202400044215,13,0,1,3
202400044216,83,3,3,4
202400044217,45,2,2,2
202400044218,03,0,0,0
202400044219,57,4,4,4
202400044220,02,0,1,3
202400044221,38,3,3,3
202400044222,73,1,3,4
202400044223,73,1,3,4
202400044224,26,1,3,4
202400044225,33,4,4,4
202400044226,75,2,2,4
202400044227,10,3,3,4
202400044228,69,1,3,4
202400044229,91,3,4,4
202400044230,75,0,1,3
202400044231,16,3,3,4
202400044232,79,1,3,1
202400044233,91,4,4,4
202400044234,75,0,1,3
202400044235,75,2,2,2
202400044236,78,4,4,4
202400044237,21,1,3,4
202400044238,33,3,3,3
202400044239,75,0,1,0
202400044240,59,2,0,2
202400044241,40,2,2,2
202400044242,92,1,3,4
202400044243,48,1,4,4
202400044244,75,0,1,0
202400044245,78,4,4,4
202400044246,33,4,4,4
202400044247,78,4,4,4
202400044248,95,4,4,4
202400044249,75,2,2,2
202400044250,06,4,4,4
202400044251,92,4,4,4
202400044252,93,1,3,4
202400044253,75,2,2,2
202400044254,63,4,4,4
202400044255,75,0,1,0
202400044256,93,4,4,4
202400044257,92,4,4,4
202400044258,27,4,4,4
202400044259,92,4,4,4
202400044260,75,0,1,3
202400044261,78,4,4,4
202400044262,973,3,3,4
202400044263,28,1,3,4
202400044264,75,2,2,1
202400044265,30,2,2,2
202400044266,974,2,2,2
202400044267,75,0,1,3
202400044268,92,4,4,4
202400044269,34,1,3,2
202400044270,973,2,0,2
202400044271,34,2,2,2
202400044272,75,2,2,2
202400044273,93,4,4,4
202400044274,973,0,0,3
202400044275,84,1,3,4
202400044276,75,2,2,2
202400044277,13,3,3,3
202400044278,93,4,4,4
202400044279,69,0,1,0
202400044280,94,0,0,4
202400044281,13,2,2,2
202400044282,69,2,2,2
202400044283,93,4,4,4
202400044284,94,0,0,3
202400044285,69,2,0,2
202400044286,94,0,0,3
202400044287,74,3,3,4
202400044288,93,4,4,4
202400044289,38,3,3,4
202400044290,94,2,0,4
202400044291,971,0,1,3
202400044292,94,2,2,2
202400044293,86,3,3,3
202400044294,77,4,4,4
202400044295,2A,0,0,0
202400044296,93,0,1,3
202400044297,2A,1,3,2
202400044298,35,1,3,4
202400044299,94,4,4,4
202400044300,91,2,2,2
202400044301,93,0,0,3
202400044302,27,1,3,4
202400044303,988,2,2,2
202400044304,93,0,0,3
202400044305,91,2,0,4
202400044306,76,3,3,4
202400044307,92,0,0,0
202400044308,91,2,0,4
202400044309,69,0,1,3
202400044310,92,2,0,4
202400044311,80,1,3,4
202400044312,91,2,0,4
202400044313,92,0,0,3
202400044314,972,3,3,3
202400044315,62,1,3,4
202400044316,92,0,0,3
202400044317,13,4,4,4
202400044318,87,2,2,2
202400044319,971,2,0,4
202400044320,92,0,0,3
202400044321,91,0,0,3
202400044322,87,2,0,4
202400044323,92,0,0,4
202400044324,91,2,2,2
202400044325,92,2,2,2
202400044326,87,2,0,2
202400044327,91,2,2,2
202400044328,92,0,0,3
202400044329,84,2,0,4
202400044330,87,1,3,4
202400044331,60,0,0,3
202400044332,84,2,0,4
202400044333,84,2,2,1
202400044334,18,3,3,3
202400044335,83,2,2,2
202400044336,80,0,0,3
202400044337,31,0,0,0
202400044338,82,2,2,1
202400044339,80,2,2,2
202400044340,974,0,0,0
202400044341,80,2,2,2
202400044342,78,2,2,2
202400044343,972,2,0,4
202400044344,78,3,3,3
202400044345,60,3,3,4
202400044346,77,2,2,2
202400044347,50,4,4,4
202400044348,77,0,0,3
202400044349,76,2,2,2
202400044350,62,0,1,3
202400044351,76,1,3,4
202400044352,95,2,2,2
202400044353,72,0,0,0
202400044354,76,0,1,0
202400044355,72,2,2,2
202400044356,76,0,0,3
202400044357,72,2,2,2
202400044358,74,3,3,3
202400044359,76,1,3,4
202400044360,72,2,2,2
202400044361,73,1,3,1
202400044362,71,4,4,4
202400044363,80,3,3,4
202400044364,72,0,1,0
202400044365,71,2,0,4
202400044366,33,0,0,4
202400044367,72,0,1,0
202400044368,69,0,1,3
202400044369,81,3,3,4
202400044370,72,2,2,2
202400044371,67,2,2,2
202400044372,81,4,4,4
202400044373,71,0,0,3
202400044374,67,2,2,2
202400044375,69,2,0,2
202400044376,89,1,3,4
202400044377,67,0,1,3
202400044378,67,2,2,2
202400044379,68,3,3,3
202400044380,25,3,3,4
202400044381,64,2,2,2
202400044382,64,3,3,4
202400044383,64,2,2,2
202400044384,44,3,3,4
202400044385,63,0,1,3
202400044386,64,2,2,2
202400044387,31,3,3,4
202400044388,63,0,1,3
202400044389,64,2,2,2
202400044390,62,2,0,2
202400044391,38,0,1,3
202400044392,64,2,2,2
202400044393,978,3,3,4
202400044394,62,2,2,2
202400044395,60,2,0,4
202400044396,36,3,3,4
202400044397,62,2,2,2
202400044398,59,2,2,2
202400044399,62,0,0,3
202400044400,57,2,2,2
202400044401,60,2,2,2
202400044402,36,1,3,4
202400044403,85,2,0,4
202400044404,56,0,1,3
202400044405,59,2,2,2
202400044406,56,2,2,2
202400044407,67,0,0,3
202400044408,59,2,2,1
202400044409,54,0,1,3
202400044410,59,2,0,2
202400044411,10,4,4,4
202400044412,54,2,2,2
202400044413,56,2,2,2
202400044414,31,0,0,3
202400044415,51,2,2,2
202400044416,34,4,4,3
202400044417,54,2,2,2
202400044418,51,0,1,0
202400044419,50,2,0,2
202400044420,54,1,3,1
202400044421,68,4,4,4
202400044422,51,0,1,3
202400044423,49,0,1,0
202400044424,69,0,1,0
202400044425,49,0,1,3
202400044426,45,4,4,4
202400044427,51,2,2,2
202400044428,45,0,0,3
202400044429,51,0,1,3
202400044430,971,3,3,4
202400044431,44,0,1,3
202400044432,2A,0,0,4
202400044433,44,0,1,3
202400044434,51,3,0,3
202400044435,49,2,2,2
202400044436,34,3,3,3
202400044437,44,0,1,3
202400044438,40,2,2,2
202400044439,41,2,2,2
202400044440,67,1,3,2
202400044441,38,0,1,0
202400044442,38,2,2,2
202400044443,37,2,3,2
202400044444,38,0,0,0
202400044445,38,0,1,3
202400044446,37,2,2,2
202400044447,69,3,3,4
202400044448,37,2,2,2
202400044449,37,0,0,3
202400044450,69,1,3,4
202400044451,35,0,1,3
202400044452,35,0,1,3
202400044453,34,2,2,2
202400044454,34,1,3,2
202400044455,34,2,2,2
202400044456,40,2,0,2
202400044457,33,0,1,3
202400044458,34,2,2,2
202400044459,33,0,1,3
202400044460,33,0,1,0
202400044461,85,0,0,3
202400044462,31,2,2,2
202400044463,33,2,2,1
202400044464,30,2,2,2
202400044465,33,2,2,2
202400044466,72,0,0,0
202400044467,32,2,2,2
202400044468,61,1,3,2
202400044469,25,2,0,4
202400044470,29,0,0,0
202400044471,14,3,4,3
202400044472,13,2,2,2
202400044473,29,0,1,3
202400044474,13,0,1,3
202400044475,25,0,0,3
202400044476,13,3,3,4
202400044477,13,2,2,2
202400044478,22,1,4,4
202400044479,13,2,2,2
202400044480,33,1,3,4
202400044481,13,2,2,2
202400044482,15,2,2,2
202400044483,33,4,4,4
202400044484,11,2,2,2
202400044485,13,2,2,2
202400044486,91,4,4,4
202400044487,91,4,4,4
202400044488,07,1,3,4
202400044489,13,3,3,3
202400044490,13,2,2,2
202400044491,92,3,3,4
202400044492,06,2,0,4
202400044493,93,4,4,4
202400044494,01,2,0,4
202400044495,75,2,2,2
202400044496,94,4,4,4
202400044497,77,3,3,0
202400044498,13,2,2,2
202400044499,13,3,3,4
202400044500,94,4,4,4
202400044501,75,2,2,2
202400044502,13,0,1,3
202400044503,75,2,2,2
202400044504,988,2,0,2
202400044505,75,0,1,3
202400044506,974,0,1,3
202400044507,13,3,3,4
202400044508,75,2,2,2
202400044509,75,2,2,2
202400044510,13,1,3,4
202400044511,75,2,2,2
202400044512,974,1,4,4
202400044513,11,1,3,4
202400044514,75,0,1,0
202400044515,10,2,0,4
202400044516,973,2,0,2
202400044517,75,2,2,2
202400044518,07,2,2,2
202400044519,973,2,2,2
202400044520,75,2,2,2
202400044521,06,0,1,3
202400044522,75,2,2,2
202400044523,972,3,3,4
202400044524,06,2,2,2
202400044525,971,2,0,4
202400044526,75,2,2,2
202400044527,75,2,2,2
202400044528,75,0,1,3
202400044529,971,2,2,2
202400044530,75,2,2,2
202400044531,95,2,0,4
202400044532,75,0,1,3
202400044533,75,0,1,3
202400044534,91,0,1,3
202400044535,75,2,2,2
202400044536,91,0,0,3
202400044537,75,2,2,2
202400044538,94,3,3,3
202400044539,91,2,2,2
202400044540,87,0,0,3
202400044541,94,2,0,4
202400044542,75,0,1,0
202400044543,87,2,2,2
202400044544,94,2,0,2
202400044545,75,2,2,2
202400044546,94,2,0,4
202400044547,94,2,2,2
202400044548,93,0,0,3
202400044549,93,2,0,2
202400044550,75,2,2,2
202400044551,93,2,2,2
202400044552,84,2,2,2
202400044553,93,2,2,2
202400044554,84,2,2,2
202400044555,93,2,2,2
202400044556,94,0,1,3
202400044557,81,0,1,3
202400044558,92,2,0,2
202400044559,94,0,0,0
202400044560,80,2,2,2
202400044561,94,2,0,4
202400044562,92,2,2,2
202400044563,93,1,3,4
202400044564,95,1,3,2
202400044565,93,0,1,3
202400044566,78,2,2,1
202400044567,92,0,1,3
202400044568,78,3,0,4
202400044569,93,2,2,2
202400044570,47,1,3,4
202400044571,93,2,2,2
202400044572,77,2,2,2
202400044573,93,2,0,4
202400044574,40,4,4,4
202400044575,76,0,1,3
202400044576,93,2,0,2
202400044577,08,1,3,4
202400044578,76,2,0,4
202400044579,93,0,1,0
202400044580,51,2,2,2
202400044581,76,0,1,3
202400044582,93,0,1,0
202400044583,51,2,2,2
202400044584,92,0,0,3
202400044585,71,4,4,4
202400044586,92,2,2,2
202400044587,69,2,2,4
202400044588,83,2,0,4
202400044589,92,0,0,0
202400044590,69,2,2,2
202400044591,92,2,2,2
202400044592,67,0,1,0
202400044593,974,0,0,4
202400044594,92,0,0,3
202400044595,972,3,3,4
202400044596,92,0,1,0
202400044597,67,2,2,2
202400044598,92,2,0,4
202400044599,27,1,3,2
202400044600,67,2,2,2
202400044601,92,0,1,3
202400044602,83,2,2,2
202400044603,92,2,2,2
202400044604,66,0,1,3
202400044605,71,3,3,4
202400044606,58,2,2,2
202400044607,66,0,1,0
202400044608,92,0,0,3
202400044609,47,3,3,4
202400044610,64,0,1,3
202400044611,92,2,0,4
202400044612,19,2,0,2
202400044613,64,2,0,4
202400044614,31,3,3,4
202400044615,62,0,0,3
202400044616,77,1,3,4
202400044617,80,3,3,3
202400044618,62,0,1,3
202400044619,76,1,3,4
202400044620,26,3,3,3
202400044621,62,0,0,0
202400044622,65,1,3,2
202400044623,95,2,2,2
202400044624,62,0,1,3
202400044625,31,3,3,0
202400044626,69,1,3,4
202400044627,62,0,1,0
202400044628,22,4,4,1
202400044629,60,0,1,0
202400044630,63,1,3,2
202400044631,06,0,1,3
202400044632,83,2,0,2
202400044633,59,0,0,3
202400044634,12,3,3,4
202400044635,2A,1,3,4
202400044636,59,3,3,4
202400044637,80,3,3,4
202400044638,42,2,0,2
202400044639,65,0,1,0
202400044640,56,0,1,3
202400044641,11,3,3,4
202400044642,56,2,0,1
202400044643,25,3,3,4
202400044644,54,2,2,4
202400044645,29,0,0,3
202400044646,31,1,3,2
202400044647,54,0,1,3
202400044648,31,1,3,2
202400044649,51,0,1,3
202400044650,38,3,3,3
202400044651,51,0,1,3
202400044652,38,1,3,2
202400044653,01,0,1,3
202400044654,51,0,1,3
202400044655,72,1,3,2
202400044656,51,0,1,0
202400044657,51,2,2,2
202400044658,14,3,3,4
202400044659,64,2,0,1
202400044660,51,0,1,0
202400044661,17,3,3,4
202400044662,50,0,1,3
202400044663,30,1,3,4
202400044664,50,0,1,3
202400044665,48,0,0,3
202400044666,50,0,1,3
202400044667,88,1,3,4
202400044668,988,1,3,2
202400044669,49,0,1,3
202400044670,13,1,3,4
202400044671,49,0,1,3
202400044672,69,2,2,2
202400044673,47,1,3,2
202400044674,27,0,3,3
202400044675,45,2,2,2
202400044676,45,0,1,0
202400044677,29,3,3,3
202400044678,44,0,1,0
202400044679,77,0,0,3
202400044680,41,0,1,3
202400044681,34,3,3,4
202400044682,13,1,3,4
202400044683,13,0,0,3
202400044684,38,0,0,3
202400044685,67,0,0,3
202400044686,38,2,2,2
202400044687,17,1,3,2
202400044688,16,0,0,0
202400044689,35,2,2,2
202400044690,33,2,2,2
202400044691,56,3,3,4
202400044692,60,3,4,4
202400044693,13,4,4,4
202400044694,13,4,4,4
202400044695,33,4,4,4
202400044696,91,2,2,1
202400044697,84,1,4,4
202400044698,84,2,2,2
202400044699,80,0,1,4
202400044700,78,2,0,4
202400044701,76,0,1,3
202400044702,76,0,1,3
202400044703,76,0,1,3
202400044704,72,0,1,3
202400044705,72,3,4,3
202400044706,72,2,2,2
202400044707,69,2,0,4
202400044708,67,2,2,2
202400044709,64,2,2,2
202400044710,64,0,1,3
202400044711,63,2,0,4
202400044712,62,0,1,3
202400044713,59,2,2,2
202400044714,59,2,2,2
202400044715,54,0,1,3
202400044716,54,0,1,3
202400044717,54,2,2,2
202400044718,49,2,2,2
202400044719,49,0,1,3
202400044720,45,0,1,3
202400044721,41,0,1,4
202400044722,35,2,2,2
202400044723,34,0,1,3
202400044724,33,0,1,3
202400044725,33,0,1,3
202400044726,33,0,1,3
202400044727,31,0,0,3
202400044728,31,0,0,3
202400044729,31,2,2,2
202400044730,31,0,0,3
202400044731,29,0,1,0
202400044732,22,0,1,3
202400044733,01,1,3,4
202400044734,22,0,0,3
202400044735,22,4,4,4
202400044736,14,3,3,4
202400044737,974,3,3,4
202400044738,14,2,2,2
202400044739,13,2,2,2
202400044740,13,2,2,2
202400044741,62,1,3,4
202400044742,74,2,0,4
202400044743,10,3,4,4
202400044744,80,3,3,3
202400044745,10,3,3,4
202400044746,04,0,0,3
202400044747,61,2,0,4
202400044748,02,0,1,3
202400044749,42,3,3,3
202400044750,01,2,0,4
202400044751,34,1,3,2
202400044752,75,0,1,3
202400044753,34,1,3,4
202400044754,75,0,1,3
202400044755,68,1,3,4
202400044756,75,2,2,2
202400044757,68,2,2,2
202400044758,75,0,1,0
202400044759,39,3,3,4
202400044760,75,2,2,1
202400044761,75,0,1,0
202400044762,26,1,3,4
202400044763,75,0,1,4
202400044764,50,2,2,2
202400044765,75,2,2,2
202400044766,50,1,3,4
202400044767,75,2,2,2
202400044768,43,1,3,4
202400044769,75,0,1,0
202400044770,36,3,3,4
202400044771,75,0,1,3
202400044772,16,1,3,4
202400044773,75,0,1,3
202400044774,07,3,3,3
202400044775,75,0,1,0
202400044776,27,3,1,3
202400044777,75,2,2,2
202400044778,28,2,2,2
202400044779,75,2,2,2
202400044780,17,1,3,4
202400044781,31,4,4,4
202400044782,94,0,0,4
202400044783,94,0,1,3
202400044784,77,4,4,4
202400044785,42,1,3,4
202400044786,94,0,1,3
202400044787,13,4,4,4
202400044788,13,3,3,4
202400044789,94,0,0,0
202400044790,37,3,3,0
202400044791,94,2,2,2
202400044792,77,3,3,3
202400044793,32,1,3,4
202400044794,94,0,0,4
202400044795,78,4,4,4
202400044796,71,2,0,2
202400044797,2B,2,0,4
202400044798,93,0,0,0
202400044799,76,2,0,2
202400044800,61,1,3,2
202400044801,93,0,0,0
202400044802,83,2,0,4
202400044803,42,1,3,2
202400044804,06,2,0,2
202400044805,93,0,0,4
202400044806,86,2,0,4
202400044807,92,0,1,0
202400044808,22,2,0,2
202400044809,13,1,3,4
202400044810,92,0,0,3
202400044811,44,1,3,4
202400044812,13,2,0,4
202400044813,38,3,3,4
202400044814,92,2,2,1
202400044815,92,2,0,4
202400044816,03,1,3,4
202400044817,31,1,3,4
202400044818,03,1,3,1
202400044819,01,1,3,4
202400044820,92,0,0,3
202400044821,22,1,3,4
202400044822,92,2,2,2
202400044823,54,2,0,4
202400044824,92,0,0,3
202400044825,60,1,3,4
202400044826,14,1,3,4
202400044827,92,0,0,3
202400044828,13,1,3,4
202400044829,50,3,3,4
202400044830,92,0,1,0
202400044831,13,4,4,4
202400044832,92,2,0,4
202400044833,92,0,0,4
202400044834,83,4,4,4
202400044835,45,1,3,4
202400044836,92,0,0,4
202400044837,01,4,4,4
202400044838,43,1,3,4
202400044839,92,0,0,3
202400044840,43,2,2,2
202400044841,92,2,2,2
202400044842,07,3,3,4
202400044843,54,0,0,3
202400044844,33,4,4,4
202400044845,40,1,3,4
202400044846,14,1,3,1
202400044847,85,0,1,3
202400044848,33,4,4,4
202400044849,02,4,4,4
202400044850,91,1,3,4
202400044851,85,1,3,2
202400044852,34,3,3,3
202400044853,85,1,3,4
202400044854,91,4,4,4
202400044855,28,1,3,4
202400044856,92,1,3,4
202400044857,56,1,3,4
202400044858,17,3,3,4
202400044859,91,4,4,4
202400044860,2A,3,4,4
202400044861,30,1,3,4
202400044862,82,2,0,2
202400044863,94,4,4,4
202400044864,48,1,3,4
202400044865,29,0,0,3
202400044866,95,4,4,4
202400044867,01,0,0,4
202400044868,31,2,2,2
202400044869,95,1,3,4
202400044870,26,3,3,4
202400044871,35,2,2,2
202400044872,95,4,4,4
202400044873,58,2,2,2
202400044874,67,0,1,3
202400044875,95,4,4,4
202400044876,68,4,4,4
202400044877,27,1,3,4
202400044878,93,4,4,4
202400044879,30,1,3,4
202400044880,11,1,3,4
202400044881,77,1,3,4
202400044882,30,1,3,4
202400044883,69,1,3,4
202400044884,973,2,0,4
202400044885,987,1,3,4
202400044886,06,2,0,2
202400044887,94,4,4,4
202400044888,31,4,4,4
202400044889,66,0,1,3
202400044890,971,2,0,4
202400044891,84,4,4,4
202400044892,44,1,3,4
202400044893,987,3,3,4
202400044894,84,1,3,4
202400044895,988,3,1,3
202400044896,83,2,0,4
202400044897,78,3,3,3
202400044898,91,0,1,0
202400044899,13,3,3,4
202400044900,68,2,0,4
202400044901,13,0,0,3
202400044902,44,2,2,2
202400044903,73,2,2,2
202400044904,67,0,0,3
202400044905,69,1,3,4
202400044906,44,2,2,2
202400044907,38,2,0,4
202400044908,65,1,3,2
202400044909,44,2,2,2
202400044910,09,3,3,3
202400044911,26,2,2,2
202400044912,33,0,0,4
202400044913,976,2,0,4
202400044914,26,1,3,4
202400044915,85,2,2,2
202400044916,973,3,3,4
202400044917,50,3,3,3
202400044918,17,1,3,4
202400044919,69,0,1,3
202400044920,50,2,0,4
202400044921,27,3,3,4
202400044922,972,4,4,4
202400044923,13,4,4,4
202400044924,29,1,3,4
202400044925,13,1,3,4
202400044926,13,4,4,4
202400044927,77,3,3,4
202400044928,83,1,3,4
202400044929,69,3,3,3
202400044930,74,2,2,2
202400044931,38,4,4,4
202400044932,69,1,3,4
202400044933,69,2,0,4
202400044934,67,3,3,3
202400044935,45,2,2,2
202400044936,69,4,4,4
202400044937,91,1,4,4
202400044938,37,0,1,3
202400044939,91,1,3,4
202400044940,33,4,4,4
202400044941,34,2,2,2
202400044942,91,4,4,4
202400044943,92,1,4,4
202400044944,91,4,4,4
202400044945,33,2,2,2
202400044946,91,4,4,4
202400044947,92,4,4,4
202400044948,25,0,1,3
202400044949,91,4,4,4
202400044950,91,4,4,4
202400044951,17,2,2,2
202400044952,93,1,3,4
202400044953,91,4,4,4
202400044954,91,4,4,4
202400044955,14,2,2,1
202400044956,93,4,4,4
202400044957,92,4,4,4
202400044958,94,4,4,4
202400044959,72,1,3,4
202400044960,78,0,3,4
202400044961,987,2,2,2
202400044962,11,0,1,3
202400044963,976,2,0,4
202400044964,95,4,4,4
202400044965,73,1,3,4
202400044966,974,4,4,4
202400044967,75,2,2,2
202400044968,93,4,4,4
202400044969,16,1,3,4
202400044970,69,0,1,3
202400044971,93,4,4,4
202400044972,28,1,3,4
202400044973,94,4,4,4
202400044974,75,2,2,2
202400044975,69,0,1,3
202400044976,06,3,3,3
202400044977,974,2,0,4
202400044978,75,0,1,3
202400044979,69,2,2,2
202400044980,973,2,2,2
202400044981,972,3,3,3
202400044982,75,0,1,0
202400044983,69,3,3,4
202400044984,971,0,0,4
202400044985,94,2,0,4
202400044986,973,2,0,2
202400044987,971,2,0,2
202400044988,30,4,4,4
202400044989,83,1,3,4
202400044990,971,1,3,1
202400044991,83,1,3,4
202400044992,973,0,1,0
202400044993,21,1,3,2
202400044994,81,1,3,4
202400044995,77,1,3,1
202400044996,94,2,0,4
202400044997,78,1,3,4
202400044998,973,2,0,4
202400044999,93,2,2,2
202400045000,77,1,3,4
202400045001,77,2,2,2
202400045002,69,2,2,2
202400045003,34,2,2,2
202400045004,77,2,0,4
202400045005,93,2,0,4
202400045006,69,2,2,2
202400045007,76,2,2,2
202400045008,68,0,1,3
202400045009,972,1,3,1
202400045010,93,2,2,2
202400045011,76,2,2,2
202400045012,26,1,3,4
202400045013,76,1,4,4
202400045014,93,2,0,2
202400045015,69,3,3,0
202400045016,972,1,3,4
202400045017,93,2,2,2
202400045018,81,1,3,4
202400045019,17,2,0,4
202400045020,93,0,0,3
202400045021,972,3,1,3
202400045022,72,1,3,4
202400045023,33,2,0,2
202400045024,92,0,0,3
202400045025,67,2,2,2
202400045026,33,2,2,2
202400045027,92,0,1,3
202400045028,64,2,2,2
202400045029,971,3,4,4
202400045030,33,1,3,4
202400045031,64,2,2,2
202400045032,92,0,0,3
202400045033,971,0,1,3
202400045034,64,2,2,2
202400045035,02,1,3,4
202400045036,92,2,0,4
202400045037,59,0,0,3
202400045038,92,0,0,0
202400045039,2A,2,2,2
202400045040,59,2,0,2
202400045041,83,1,3,2
202400045042,95,3,3,4
202400045043,13,3,3,4
202400045044,31,1,3,2
202400045045,42,2,0,4
202400045046,54,2,2,2
202400045047,972,2,2,2
202400045048,91,0,1,0
202400045049,91,4,4,4
202400045050,44,2,0,2
202400045051,54,1,3,4
202400045052,91,2,2,2
202400045053,35,3,3,4
202400045054,94,1,3,4
202400045055,91,1,3,1
202400045056,29,4,4,4
202400045057,34,1,3,2
202400045058,42,0,0,3
202400045059,51,1,3,4
202400045060,91,2,0,4
202400045061,95,1,3,4
202400045062,29,3,3,0
202400045063,76,3,3,0
202400045064,37,2,2,2
202400045065,95,4,4,4
202400045066,86,1,3,4
202400045067,33,0,1,0
202400045068,76,1,3,4
202400045069,93,4,4,4
202400045070,31,1,3,4
202400045071,83,0,0,3
202400045072,25,1,4,4
202400045073,93,1,3,4
202400045074,82,1,3,4
202400045075,25,3,4,4
202400045076,95,4,4,3
202400045077,77,3,3,3
202400045078,25,0,0,4
202400045079,93,4,4,4
202400045080,01,0,1,3
202400045081,41,4,4,4
202400045082,92,4,4,4
202400045083,13,2,0,2
202400045084,76,2,2,2
202400045085,81,1,3,1
202400045086,45,1,3,4
202400045087,95,3,3,4
202400045088,49,1,3,4
202400045089,76,0,0,0
202400045090,64,1,3,2
202400045091,11,2,2,2
202400045092,64,1,3,4
202400045093,12,1,3,4
202400045094,94,3,3,4
202400045095,76,2,2,2
202400045096,07,1,3,1
202400045097,86,2,2,2
202400045098,10,2,2,2
202400045099,24,1,3,4
202400045100,69,0,0,0
202400045101,93,4,4,4
202400045102,68,2,0,4
202400045103,06,1,3,4
202400045104,24,2,2,2
202400045105,63,2,2,1
202400045106,75,2,2,2
202400045107,75,0,1,3
202400045108,29,1,3,4
202400045109,59,0,1,3
202400045110,30,1,3,4
202400045111,75,0,1,3
202400045112,75,2,2,2
202400045113,59,2,2,2
202400045114,75,0,1,3
202400045115,31,3,3,3
202400045116,07,2,0,2
202400045117,75,2,2,2
202400045118,59,2,2,2
202400045119,75,0,1,0
202400045120,03,0,0,3
202400045121,59,2,0,4
202400045122,75,2,2,2
202400045123,84,4,4,4
202400045124,75,2,2,2
202400045125,56,2,2,2
202400045126,15,1,3,4
202400045127,75,2,2,2
202400045128,94,0,0,0
202400045129,72,3,3,4
202400045130,78,1,3,4
202400045131,50,3,3,4
202400045132,75,2,2,2
202400045133,43,1,3,4
202400045134,93,2,0,4
202400045135,75,2,2,2
202400045136,66,2,2,2
202400045137,50,2,0,2
202400045138,93,2,0,2
202400045139,34,1,3,2
202400045140,07,2,2,2
202400045141,94,2,2,2
202400045142,93,0,1,3
202400045143,85,1,3,4
202400045144,83,1,3,4
202400045145,45,3,3,4
202400045146,92,2,0,4
202400045147,94,0,0,0
202400045148,83,1,0,2
202400045149,37,1,3,2
202400045150,45,2,2,2
202400045151,94,0,0,3
202400045152,31,4,4,4
202400045153,37,2,2,2
202400045154,70,1,3,4
202400045155,92,2,0,2
202400045156,36,0,1,3
202400045157,68,2,2,2
202400045158,92,2,0,4
202400045159,93,0,0,0
202400045160,973,1,3,4
202400045161,86,2,0,2
202400045162,35,0,1,0
202400045163,92,2,0,4
202400045164,92,2,0,4
202400045165,64,2,0,2
202400045166,91,3,3,3
202400045167,93,0,0,3
202400045168,33,0,1,3
202400045169,44,2,2,2
202400045170,92,2,0,4
202400045171,93,2,0,4
202400045172,15,1,3,4
202400045173,29,2,2,2
202400045174,34,4,4,4
202400045175,33,0,1,0
202400045176,35,2,2,2
202400045177,93,2,0,4
202400045178,69,2,0,2
202400045179,27,0,1,4
202400045180,93,2,0,4
202400045181,01,3,3,4
202400045182,60,1,3,4
202400045183,972,1,3,4
202400045184,92,2,0,4
202400045185,27,2,2,2
202400045186,80,2,0,2
202400045187,77,3,4,3
202400045188,973,0,1,3
202400045189,92,0,1,0
202400045190,22,3,3,3
202400045191,30,1,3,1
202400045192,13,1,3,4
202400045193,25,0,1,3
202400045194,92,0,0,0
202400045195,85,2,2,2
202400045196,13,2,0,4
202400045197,67,2,0,2
202400045198,83,2,0,4
202400045199,25,3,4,4
202400045200,92,0,1,0
202400045201,69,1,3,4
202400045202,33,1,4,1
202400045203,13,4,4,4
202400045204,60,1,3,2
202400045205,83,3,3,4
202400045206,92,0,0,0
202400045207,15,2,2,2
202400045208,23,4,4,4
202400045209,92,0,0,3
202400045210,52,2,0,4
202400045211,13,4,4,4
